logFC	unshrunk.logFC	logCPM	PValue	FDR
ENSG00000110079	4.7046874801975	4.70629439988128	5.50996057608983	0.000182491821060951	0.00692493334824683
ENSG00000110492	3.92896188103426	3.92932324263776	6.85584686020477	2.46941000334916e-05	0.00163278742522818
ENSG00000111206	4.48067319409105	4.48300256839306	4.7446603349887	2.27903723929763e-05	0.00155373685687031
ENSG00000111247	3.99476685707126	3.99941041744244	3.24747852031483	0.000239402884091346	0.00828945366522317
ENSG00000112299	4.92434517601694	4.96087004848692	1.26403097807314	0.000301277465676022	0.00978604354862061
ENSG00000112303	4.3441891313508	4.35369757133574	2.58438350279947	0.00238616476198663	0.0399326283358505
ENSG00000112715	3.73182899192903	3.7318944744874	9.11167891146701	0.00272896377634214	0.0435883654710356
ENSG00000112742	4.79019184813463	4.80014737222097	2.97539869477382	1.53664479435599e-05	0.00118483659638938
ENSG00000112773	4.19102562735537	4.19202393441087	5.66473163598346	0.000971694047597642	0.021814757343927
ENSG00000112984	6.80148295632419	6.82557195474875	3.74774424978354	1.81221969545956e-09	1.68215808193158e-06
ENSG00000113083	5.62377875726932	5.62507279022999	6.75937090125024	2.41251874991708e-05	0.00161284563740994
ENSG00000113088	3.82008900320255	3.85999968244405	0.0337829016471921	0.00256287917855101	0.041905505484519
ENSG00000113140	3.20892300771483	3.20893261405503	11.3196532191195	0.000525004593710199	0.0144805267024022
ENSG00000113368	3.46884977782094	3.46956436624692	5.38561259626082	0.000864198655840483	0.0202630709316002
ENSG00000113739	4.14713524150536	4.1492007929934	4.57263927296708	0.000594302830552047	0.0156924557030012
ENSG00000115107	4.69412485067173	4.69495722210521	6.44700819071521	5.72600439149581e-05	0.00297185784912602
ENSG00000115163	5.68175978526351	5.72043888012329	1.9426088273213	7.32539301104963e-08	2.59986816071576e-05
ENSG00000115380	4.03965770665469	4.03976869169428	8.67443440258287	0.000144126391148934	0.00581395137957822
ENSG00000115414	5.21037011919197	5.21039678744625	11.9383766484281	0.000102031040090717	0.00446090058251696
ENSG00000115457	5.6873529790789	5.68772698043863	8.61367103651327	4.04328484450712e-09	2.78801818392385e-06
ENSG00000115590	6.90007656478101	6.95434873041118	2.6962805547181	0.000114771819715298	0.00490285809204913
ENSG00000116132	3.38901787977102	3.38928278199468	6.73022005743237	0.00037072378890676	0.0114129401720535
ENSG00000116157	3.03835236907125	3.0395002187877	4.23565151344498	0.00177521499762564	0.0328047769928769
ENSG00000116833	4.61888351137645	4.65989578897944	0.811736293990266	5.73511671698646e-06	0.000564944109582658
ENSG00000116962	3.5838482521229	3.58415474038513	6.72841231646719	0.000942452902483374	0.0214779587804851
ENSG00000117091	3.77502030264354	3.7802232941663	2.85474853428477	0.00163419435700466	0.0309808144170342
ENSG00000117122	5.96138745241282	5.97071405703092	4.25840913806763	0.000196467569879824	0.00724518925275989
ENSG00000117226	3.18772487371387	3.18857727325823	4.82806870783261	0.00305517429386918	0.0470539734577146
ENSG00000117228	3.67291857055328	3.67337738841704	6.24155087497229	0.000613965614666954	0.0160884322957353
ENSG00000117318	3.2795721094247	3.27973882586827	7.27959010506167	0.000905153831779393	0.0208308214087269
ENSG00000117399	5.05868929812111	5.06317258199159	4.39657186913196	6.8777610007883e-07	0.000120683970834767
ENSG00000118113	6.62148086775293	144269482.183409	-2.07812482660323	0.000389777631809016	0.0117001161269637
ENSG00000118193	5.26691620092532	5.28684683329895	2.47365597908078	3.75273674465451e-06	0.000409812437083674
ENSG00000118785	3.68555311615436	3.68556611080049	11.3957023819124	0.00137625013272832	0.0276786839193878
ENSG00000119655	3.59632047136599	3.59643592296861	8.1497524413105	0.00147046280929243	0.0286657103711336
ENSG00000120068	7.454673840022	8.08879158058965	0.00331466403992205	0.000144300856731887	0.00581395137957822
ENSG00000120075	6.96187088902735	7.30651179736991	0.275533983933418	0.000454361590668358	0.0131167017095576
ENSG00000120093	6.50609143908642	6.53540879201119	3.17456100520998	9.21055621832898e-08	3.00388599693448e-05
ENSG00000120708	6.35079616785876	6.35121885779318	9.10798454584333	3.52226771276787e-05	0.00209892367851703
ENSG00000121152	4.20048550285742	4.20590932542066	3.23928723037312	8.47308874847572e-05	0.00391742382865351
ENSG00000121552	5.68332282067691	5.71175290222237	2.3855521410394	1.54638486792243e-05	0.00118854943956815
ENSG00000121621	4.49467734052179	4.50858117366352	2.20290442707994	2.22280058200461e-05	0.00152400764903691
ENSG00000121743	6.12649518866089	6.25095884754917	0.775893286973016	6.41109711354458e-06	0.000621121992278301
ENSG00000121807	4.17402269097798	4.19014957922275	1.66163843331873	0.00251221488497973	0.0412822733468041
ENSG00000121966	3.16585411065278	3.16625370664958	5.89537837693974	0.00238724579316834	0.0399326283358505
ENSG00000122176	3.69049376611253	3.69104456311411	5.99650148573847	0.00305068844973323	0.0470539734577146
ENSG00000122592	8.03975854111417	8.66519532185397	0.637648298756935	5.61828957889372e-07	0.000102721061134107
ENSG00000122861	5.25574924038252	5.25676766665961	6.73073608386333	0.000113347737938309	0.00486749876762127
ENSG00000123009	3.64446315412698	3.67303882875045	0.320489351484499	7.00328533376686e-05	0.00338344193906717
ENSG00000123080	3.64803481998099	3.64855156628567	6.04357943474274	0.000117869175934668	0.00497483688719958
ENSG00000123131	3.28372246840315	3.28397462468787	6.68739966837366	0.00162911660921602	0.0309464350340133
ENSG00000123219	4.56173752167355	4.57151140066322	2.77159474294074	3.0220202032737e-05	0.00189437495028072
ENSG00000123364	7.71180133212097	8.34596975009291	0.25530262572152	6.58663752823946e-05	0.00324604627311904
ENSG00000123374	3.5169308186014	3.51818296009639	4.62940873717096	3.82431138549386e-05	0.00221865218695934
ENSG00000123388	8.76259134341825	144269484.335871	-0.144617756131263	4.71615394040614e-06	0.000486408799990435
ENSG00000123485	5.54583153271805	5.56105765150172	3.1435137929439	4.4312787098281e-07	9.14055387888814e-05
ENSG00000123975	3.63115986130448	3.63277439516983	4.3843872659427	0.000849576790366968	0.0200623153216403
ENSG00000124102	7.73665948350189	7.77760984704003	3.9372930104115	2.00543463795431e-05	0.00140695231256946
ENSG00000124399	3.73660681674039	3.90892348297393	-1.92929551254513	0.0015460528064567	0.0298954078016951
ENSG00000124491	5.62681944307123	5.62729231068947	8.2140303836663	0.00038568231011938	0.0116060559506498
ENSG00000124657	5.01231608857232	5.62591945214381	-2.1778867744024	0.00200495844810966	0.0355008563365213
ENSG00000124731	5.67857451678114	5.68350880141037	4.88786021622142	0.000131535472357537	0.0054100281532896
ENSG00000125430	4.05486161708568	4.05778429689181	3.97613242084979	0.00104059666643037	0.0229769075458652
ENSG00000125492	5.04448753036545	5.6601814784967	-2.12973959886003	0.00293251332702299	0.0459336335375363
ENSG00000125726	7.50375878236283	7.55315666723564	3.43451232291791	0.000698435160277896	0.0175950252172722
ENSG00000125735	4.13350836992493	4.14630838059845	1.9495256509986	0.00210642558462163	0.0368113505135833
ENSG00000126778	4.0399471044015	4.04702603545628	2.69277797697937	0.000561404923092012	0.015121591979802
ENSG00000126787	6.88851281396746	6.92524143287498	3.23413157161287	2.75410245130307e-09	2.10221163527401e-06
ENSG00000127129	5.08813371678764	5.69938718574812	-2.08631171057227	0.00214093417046301	0.0372257242578921
ENSG00000127863	3.78688791510888	3.7877647685304	5.42837727490022	8.97782161888129e-06	0.000786235666697624
ENSG00000128262	3.54974098489205	3.56086308494004	1.53865331988168	0.00106846016068617	0.0232517741370605
ENSG00000128602	2.81789672561783	2.8183353556479	5.37609922458541	0.000601606163931941	0.0158160818740016
ENSG00000128652	6.75997628878804	144269482.323213	-1.9709014393653	9.23168158277362e-05	0.00416443744520857
ENSG00000128709	8.9907688800843	9.62484153326219	1.50718003653846	8.70080507888186e-07	0.000139921460547493
ENSG00000128710	10.9474866241805	144269486.523362	1.99336860208433	1.16389031263792e-07	3.64796477989656e-05
ENSG00000128713	10.1000296689211	144269485.675321	1.1556217659724	5.53305625274476e-07	0.000102076717139134
ENSG00000128714	9.13574794154843	9.75640067009806	1.73081335279285	3.80278150236704e-05	0.00221147780188256
ENSG00000129038	5.1306518763253	5.13212687890999	6.06929241021892	0.00218366429930166	0.0375360072644916
ENSG00000129173	6.83251198219373	6.95668605088845	1.4853671853273	9.03205289365438e-08	2.98602143199253e-05
ENSG00000129195	5.26569896085977	5.27341095974958	3.82648250143688	2.95329133269093e-06	0.000336201570863976
ENSG00000129474	3.1773001169664	3.17999555976528	3.159311001088	0.000918209082685562	0.0210710706353298
ENSG00000129810	5.76164401055208	5.801827622084	1.9776294318441	5.54075161399958e-07	0.000102076717139134
ENSG00000129988	7.56842295659362	7.6737694946988	2.44053686499665	0.00126888696828181	0.0260845980345087
ENSG00000130201	4.39293387903974	4.42024036803276	1.14466238380464	0.000188054900123063	0.00706025517461551
ENSG00000130208	3.42784977749997	3.42810838352668	6.80640867694426	0.00245629821753638	0.0407144925700707
ENSG00000130513	5.12998397267698	5.13364750007503	4.75918609732816	0.000623512668396195	0.0162121354567427
ENSG00000130600	6.27968751620461	6.29185174570054	4.19846460854196	0.000216239087614328	0.00779800043311946
ENSG00000130635	5.7060087678677	5.70638344732712	8.62999371171223	0.000831100213322222	0.019800367767343
ENSG00000130675	7.50899637153606	8.12582161273095	0.151607817752041	0.000859386806231341	0.0202543370913937
ENSG00000131080	3.98090107767209	3.98566421749445	3.19768398824215	0.000384253990249929	0.0115962233279017
ENSG00000131203	6.76538557801304	6.88719765912458	1.45261029816933	0.000392609093543399	0.0117267671578916
ENSG00000131668	4.7863912964161	4.87802402361107	-0.129459118058806	0.000583655486739948	0.0155057377387259
ENSG00000131747	7.164809555564	7.17028446386503	6.23400877708106	2.78738594218813e-09	2.10221163527401e-06
ENSG00000132432	4.79065618958875	4.79083912871079	8.73111727491872	0.00146558657286101	0.0286518808474997
ENSG00000133048	6.50215093361048	6.50221051913571	12.086797152255	5.01590228537315e-07	9.68430286041564e-05
ENSG00000133110	7.55083372012234	7.55314763730638	7.86346403072172	5.32002095742931e-05	0.00284056163244688
ENSG00000133937	6.66844123156264	6.85212995872708	0.78663304599384	6.87522891988689e-09	3.60710379896848e-06
ENSG00000134013	5.47160378688137	5.47249775737592	7.13827375417003	0.000180334337649987	0.00687549590022872
ENSG00000134028	9.35780087945831	9.98692783698589	1.90926279712318	1.93454838545963e-09	1.7291996568401e-06
ENSG00000134242	3.51091532643052	3.52163832742096	1.54639450913628	0.00247736753612093	0.0408952039102206
ENSG00000134339	9.20578798137224	9.27598953086329	4.63380082625524	2.9429743845817e-05	0.00184962874472642
ENSG00000134460	6.45726485473643	6.48587140585396	3.15487558315376	2.11094082929798e-05	0.00145975489897643
ENSG00000134668	5.06798802051897	5.06940714555578	6.06208585483336	1.89724793282959e-05	0.00136274350032468
ENSG00000134690	4.20504850126788	4.20925450140398	3.60996420219261	3.7377218533253e-05	0.00220015071239397
ENSG00000134871	3.91537894683244	3.91548078746042	8.66823566871059	0.000562928263968137	0.0151457198691271
ENSG00000135046	4.32424302809341	4.32442492673951	8.2583446925374	2.38236049692276e-05	0.00159710800646483
ENSG00000135451	5.97341204751715	5.99375215541328	3.15457433253435	1.14498234810728e-06	0.000176006394835803
ENSG00000135476	4.25947129781094	4.26621437059893	2.98920896421033	6.29573302819876e-05	0.00317205054076303
ENSG00000135842	3.65826692873126	3.65882242586677	5.95008521092449	0.00101953386490133	0.0225530983460391
ENSG00000136231	5.82941729232046	5.85082307353431	2.9372205724758	9.83198851045544e-09	4.74570421422663e-06
ENSG00000136286	3.67069985445066	3.67311286858482	3.84925105489436	0.00277057698618497	0.044106269778752
ENSG00000136518	3.08696812631516	3.08752868802805	5.32170604295082	0.000313070591893565	0.0100340579877281
ENSG00000136542	7.1714300851881	7.2128713289134	3.35289310305455	1.40469835097374e-05	0.00109358032265807
ENSG00000136574	7.5965250495372	8.22519119589596	0.175116170123213	5.64062153450346e-05	0.0029454503513751
ENSG00000137078	4.00518757395182	4.05111479644304	0.0197293412298756	0.00168108990117431	0.0316716812450747
ENSG00000137310	3.88954141249227	3.89122141361405	4.59967268324498	0.000336152352063973	0.010577184960511
ENSG00000137404	3.37537540379919	3.3769503161256	4.14749374924095	3.76096986763499e-05	0.00220702432373779
ENSG00000137441	9.32875366189187	9.34357523769594	6.97239987676185	0.000970424573563434	0.021806542512458
ENSG00000137745	7.20117168691412	7.54579841521636	0.51504181095723	0.00087035400579185	0.0202844251670859
ENSG00000137752	3.10857823510739	3.10969344937042	4.35440261649593	0.00202510340783236	0.0357890765217596
ENSG00000137804	5.36275472302869	5.36616920643157	5.09694912031685	2.35343766141339e-07	5.67978645205507e-05
ENSG00000137807	4.24745804241207	4.25145407411887	3.72644142878641	0.000274590965890791	0.00916594518784003
ENSG00000137812	5.42221035533502	5.43493633952656	3.26650199562336	1.43764963246412e-06	0.000204963806034128
ENSG00000137869	5.49313718118275	5.53121105133739	1.78328200666086	1.17497773800111e-05	0.000971127148250647
ENSG00000138136	5.63576987639367	5.98169179979395	-1.01482498823835	0.000349596804997049	0.0109431508324238
ENSG00000138180	5.81680545717294	5.83693394012387	3.01383599078066	1.1844303657993e-07	3.65084480865734e-05
ENSG00000138755	6.56964290787044	6.58388425538139	4.26418689299486	0.00045904321880286	0.0131730666380359
ENSG00000139146	3.73622890280252	3.738309265579	4.13154701783362	2.31712170652717e-05	0.00156642619790831
ENSG00000139239	3.0178724033999	3.02096936800695	2.78877682905204	0.00106220711188951	0.0232517741370605
ENSG00000139329	4.85419621957749	4.85546687932943	6.00145779560379	0.000669973752809236	0.0170822619826042
ENSG00000139354	3.25980888620816	3.26242350763787	3.29308640086219	0.000376476347888236	0.011472070934261
ENSG00000140030	4.60591573263826	4.61178916157734	3.54378936856293	3.24606288867384e-05	0.0019861473208502
ENSG00000140682	3.63299677126672	3.63403517369991	5.02207190774839	4.26198654267989e-05	0.00241452542772386
ENSG00000140931	3.11652213456691	3.11692526599343	5.82927112590172	0.000467541249306883	0.0133061798476089
ENSG00000141756	3.16125823725396	3.16139060582416	7.48360365431166	0.00149520892999478	0.0290542450213316
ENSG00000142173	5.57103206934408	5.57116767503587	9.95912292801377	0.000880293722787271	0.0204869900730453
ENSG00000142227	3.77800704689308	3.77843769428927	6.44407100541132	4.33019481227515e-05	0.0024360121584953
ENSG00000142700	5.03545212013145	5.04854554795951	2.83388630908921	0.000209646778620738	0.007654486165254
ENSG00000142945	4.67171562310661	4.67591649792975	4.09275555517468	8.56953568239228e-06	0.000762936533757815
ENSG00000143185	4.13513388844629	4.46655997586196	-2.28788191339584	0.00139223480259213	0.0278895688666381
ENSG00000143226	4.03974991834102	4.04016647544952	6.76703581821946	0.000648760160775253	0.0167277539745192
ENSG00000143228	4.74097985783779	4.74923496237385	3.19437106210718	1.17262520968904e-05	0.000971127148250647
ENSG00000143355	5.89913248692737	5.93147309479015	2.41850310045986	5.48826067083543e-05	0.00289833004441887
ENSG00000143476	4.79143257897706	4.79805130602779	3.56515887928299	1.78960991593944e-05	0.0013127795049022
ENSG00000143768	4.55770639746405	4.56860299627901	2.61205052268112	0.000683507304053261	0.0173457048117996
ENSG00000144191	4.10536444853493	4.10697883458813	4.88274544004141	0.00326654727493177	0.0493334492698393
ENSG00000144354	3.90056557272877	3.90340419662745	3.85539613900868	8.59439217899278e-05	0.00395080115900594
ENSG00000144810	5.81274863963864	5.81485227375154	6.25061296420897	2.76243790505051e-05	0.00178736397856539
ENSG00000144820	9.45284619110664	144269485.027393	0.528007762002223	0.000258319631639407	0.00878068449293727
ENSG00000145386	4.05850130869687	4.06159138953161	3.90106332087835	8.7656037947749e-05	0.0040138763652431
ENSG00000145703	4.24409864094408	4.24651210385783	4.44940801506109	1.33631270579414e-05	0.00105959623796901
ENSG00000146410	3.33513055730604	3.35128494081273	0.78161782969349	0.00270903580527428	0.0435196822212252
ENSG00000146648	4.805751707753	4.80584712111393	9.68559466849082	0.00109209901413488	0.0235538137686606
ENSG00000146674	5.14262017360943	5.14282111373813	8.95589071061823	0.00132762478542774	0.0269251231693387
ENSG00000146677	3.72706771897289	3.73413515806862	2.36758335745388	1.93118108187715e-05	0.00137484142271455
ENSG00000147614	3.99145236057631	4.09130259523786	-0.984332348027674	0.00184386459973671	0.0336864710446978
ENSG00000148735	5.93601463427857	6.04183165861065	0.809247050846606	6.64507561572774e-05	0.00325972680530135
ENSG00000148773	6.1959887352347	6.2011916040182	5.33323902890351	5.28649062522268e-07	0.000101257273610416
ENSG00000148848	3.93138656415137	3.93226442680181	5.5792182258686	0.00177032023920219	0.0327393936037592
ENSG00000149257	4.14537565848464	4.14565886012053	7.43386891708485	0.000198312524154242	0.00728474042304181
ENSG00000149418	3.95870375195048	3.96090567413845	4.28321232294852	0.000233181658960535	0.00814414783987489
ENSG00000149948	4.84297227204118	4.85879403111493	2.37426224957821	0.00280390480555415	0.0444339985262094
ENSG00000151388	4.86900514356528	4.878437338374	3.13376450325196	1.19298892931319e-05	0.000981874458538365
ENSG00000151725	5.17765893882996	5.18542695890582	3.72645791342475	2.50053667985187e-07	5.85902448849952e-05
ENSG00000153976	4.22235571451705	4.2372223129122	1.82253785242295	0.00289692453530932	0.0455468252346288
ENSG00000154451	3.89033197504195	3.89519563175689	3.07342744346751	0.00106722798075045	0.0232517741370605
ENSG00000154545	4.07276625013777	4.11621009716143	0.160538961270886	6.27670896381011e-05	0.00317205054076303
ENSG00000154839	5.06906653324031	5.08815615196179	2.33144503502866	4.67217582457176e-06	0.000483941164593197
ENSG00000154997	4.05061608751039	4.27893915833922	-1.96023924919599	0.000867582730187068	0.0202844251670859
ENSG00000155659	4.07734416925174	4.07756449456873	7.72482951227976	0.00168628866764254	0.0317315042864069
ENSG00000155660	2.9824286321617	2.9825304604795	7.66536242165074	0.00272931610042697	0.0435883654710356
